"동별(1)",동별(2),동별(3),2021,2021,2021,2021,2021,2021,2021,2021,2021,2021,2021,2021,2021,2021,2021,2021,2021,2021,2021,2021
"동별(1)",동별(2),동별(3),택시운송업,택시운송업,한식 일반 음식점업,한식 일반 음식점업,용달 화물자동차 운송업,용달 화물자동차 운송업,부동산 중개 및 대리업,부동산 중개 및 대리업,두발미용업,두발미용업,커피전문점,커피전문점,기타 주점업,기타 주점업,남녀용 겉옷 및 셔츠 도매업,남녀용 겉옷 및 셔츠 도매업,일반 교과 학원,일반 교과 학원,한식 육류요리 전문점,한식 육류요리 전문점
"동별(1)",동별(2),동별(3),사업체수 (개),종사자수 (명),사업체수 (개),종사자수 (명),사업체수 (개),종사자수 (명),사업체수 (개),종사자수 (명),사업체수 (개),종사자수 (명),사업체수 (개),종사자수 (명),사업체수 (개),종사자수 (명),사업체수 (개),종사자수 (명),사업체수 (개),종사자수 (명),사업체수 (개),종사자수 (명)
"합계",소계,소계,42360,65212,30899,82152,36870,37147,28161,42339,18885,33050,19200,56685,13056,22017,14604,45288,15026,54362,10693,35052
"합계",종로구,소계,187,187,1568,4600,671,671,605,885,266,430,1027,3286,576,1069,509,1038,139,416,405,1546
"합계",종로구,사직동,8,8,241,804,33,33,67,131,27,57,151,523,84,168,8,38,9,36,50,198
"합계",종로구,삼청동,5,5,41,116,3,3,10,33,2,3,59,194,5,8,3,5,1,1,2,20
"합계",종로구,부암동,8,8,22,81,9,9,16,19,10,11,27,63,6,10,3,16,21,56,3,8
"합계",종로구,평창동,17,17,32,111,12,12,42,55,17,23,24,65,24,32,7,9,27,77,10,78
"합계",종로구,무악동,6,6,9,17,385,385,14,17,8,8,8,18,1,2,-,-,15,43,1,2
"합계",종로구,교남동,11,11,14,44,4,4,34,43,9,19,23,73,2,5,1,3,10,24,3,15
"합계",종로구,가회동,7,7,57,186,7,7,15,17,8,9,51,166,7,14,-,-,4,10,4,12
"합계",종로구,종로1.2.3.4가동,4,4,554,1819,84,84,123,237,38,64,296,1143,268,535,190,247,7,57,174,757
"합계",종로구,종로5.6가동,7,7,182,416,7,7,73,78,19,21,74,141,35,42,91,224,-,-,53,155
"합계",종로구,이화동,4,4,73,273,14,14,11,12,9,35,75,295,22,46,9,126,2,38,10,45
"합계",종로구,창신1동,9,9,65,121,11,11,35,44,13,20,16,44,15,24,122,229,3,6,12,24
"합계",종로구,창신2동,8,8,41,78,15,15,18,20,19,19,11,28,8,10,8,11,1,5,17,36
"합계",종로구,창신3동,28,28,8,17,31,31,15,19,11,15,6,9,1,2,6,8,3,6,-,-
"합계",종로구,숭인1동,7,7,15,33,10,10,16,22,13,23,8,23,3,3,17,43,5,13,1,4
"합계",종로구,숭인2동,8,8,60,118,15,15,39,44,15,22,23,66,19,26,37,58,-,-,13,36
"합계",종로구,청운효자동,21,21,45,131,11,11,30,41,17,21,71,184,15,22,5,14,15,20,8,22
"합계",종로구,혜화동,29,29,109,235,20,20,47,53,31,60,104,251,61,120,2,7,16,24,44,134
"합계",중구,소계,207,219,1556,5168,683,688,664,1176,333,604,934,2992,396,700,10658,17065,72,275,382,1424
"합계",중구,소공동,2,2,199,930,269,269,33,58,18,33,152,633,20,44,4,69,1,75,41,228
"합계",중구,회현동,5,17,146,498,95,95,26,60,20,39,99,333,20,32,1191,1497,-,-,28,105
"합계",중구,명동,1,1,283,1030,27,27,104,396,51,172,232,883,47,102,26,873,2,7,72,315
"합계",중구,필동,7,7,116,456,5,5,32,52,13,19,74,191,36,54,4,24,7,26,18,56
"합계",중구,장충동,9,9,47,138,5,5,12,15,6,13,23,66,6,9,32,400,-,-,8,25
"합계",중구,광희동,4,4,148,396,14,14,65,106,17,38,77,208,45,81,765,1220,2,2,46,151
"합계",중구,을지로동,1,1,171,578,6,6,62,75,10,12,87,194,87,164,374,485,-,-,33,136
"합계",중구,신당5동,15,15,73,167,28,28,35,41,25,27,16,28,31,40,46,131,4,4,24,60
"합계",중구,황학동,9,9,88,197,28,28,47,63,27,46,19,57,15,17,66,124,2,2,30,51
"합계",중구,중림동,20,20,62,176,24,29,31,43,22,34,36,112,22,45,5,357,7,18,16,48
"합계",중구,신당동,5,5,84,216,13,13,101,121,22,25,39,98,17,24,7939,11272,2,4,23,74
"합계",중구,다산동,30,30,62,162,67,67,21,28,23,31,33,95,21,46,62,173,7,26,17,104
"합계",중구,약수동,46,46,30,104,32,32,41,52,32,51,14,37,8,14,12,40,8,20,11,23
"합계",중구,청구동,36,36,20,58,36,36,23,28,19,27,17,31,12,17,56,128,23,73,6,24
"합계",중구,동화동,17,17,27,62,34,34,31,38,28,37,16,26,9,11,76,272,7,18,9,24
"합계",용산구,소계,543,545,883,2327,601,601,929,1234,396,780,694,1976,514,918,94,597,134,412,281,988
"합계",용산구,후암동,52,52,38,91,34,34,48,53,24,41,42,78,10,13,5,12,14,37,13,29
"합계",용산구,용산2가동,40,40,21,37,25,25,27,39,16,17,46,115,32,59,1,1,2,13,4,7
"합계",용산구,남영동,14,14,111,324,25,25,28,41,22,26,63,195,36,61,10,17,3,13,38,133
"합계",용산구,원효로2동,40,40,27,48,231,231,37,45,16,16,13,34,7,7,-,-,15,24,5,9
"합계",용산구,효창동,33,33,13,28,17,17,26,42,7,8,13,39,1,1,2,4,13,57,2,5
"합계",용산구,용문동,43,43,31,57,24,24,33,44,30,36,13,38,21,27,3,49,12,20,10,28
"합계",용산구,이촌1동,9,9,33,83,5,5,59,83,29,70,12,71,15,27,1,1,26,79,11,49
"합계",용산구,이촌2동,31,31,9,15,30,30,29,39,6,6,6,15,1,1,1,1,4,5,1,2
"합계",용산구,이태원1동,10,10,71,180,8,8,39,46,19,22,47,137,128,255,6,26,1,21,17,57
"합계",용산구,이태원2동,34,34,34,72,11,11,50,54,22,28,43,96,52,90,6,10,1,3,10,22
"합계",용산구,서빙고동,33,35,16,57,13,13,21,26,11,13,13,55,1,1,3,10,6,24,1,3
"합계",용산구,보광동,47,47,42,67,21,21,77,94,36,39,23,30,22,28,3,5,10,33,22,48
"합계",용산구,청파동,68,68,77,160,49,49,67,76,48,91,60,113,32,40,7,68,7,24,20,58
"합계",용산구,원효로1동,31,31,81,169,58,58,78,104,18,35,48,124,29,47,5,199,12,29,27,103
"합계",용산구,한강로동,19,19,179,543,36,36,198,256,48,197,173,514,57,110,13,53,1,4,65,295
"합계",용산구,한남동,39,39,100,396,14,14,112,192,44,135,79,322,70,151,28,141,7,26,35,140
"합계",성동구,소계,983,2034,975,2268,1213,1222,923,1284,517,830,718,2243,312,547,265,1885,318,1049,372,1244
"합계",성동구,왕십리2동,34,34,27,51,57,57,39,53,29,44,19,46,6,8,5,11,10,88,6,15
"합계",성동구,마장동,308,444,69,141,74,74,36,41,28,31,23,61,16,21,8,14,18,33,42,165
"합계",성동구,사근동,18,18,68,166,33,33,36,41,26,73,78,242,59,152,2,3,3,7,36,142
"합계",성동구,행당1동,40,40,69,165,33,37,40,55,32,81,37,177,15,27,2,2,22,73,30,100
"합계",성동구,행당2동,42,42,9,13,49,49,30,45,28,41,15,43,2,3,3,4,52,158,6,22
"합계",성동구,응봉동,41,41,6,10,40,40,14,15,13,16,6,9,2,2,3,3,16,44,2,5
"합계",성동구,금호1가동,60,60,10,21,41,41,32,40,21,21,17,56,5,7,5,5,26,124,6,12
"합계",성동구,금호4가동,35,35,21,46,27,27,38,52,25,33,17,72,12,16,1,1,14,98,12,25
"합계",성동구,성수1가1동,43,43,41,79,54,54,86,137,33,47,54,133,11,19,19,260,19,41,13,62
"합계",성동구,성수1가2동,56,642,101,307,134,134,74,108,38,56,124,415,23,37,31,247,16,40,35,116
"합계",성동구,성수2가1동,63,63,94,169,65,65,59,85,33,50,72,205,38,53,21,261,9,14,34,77
"합계",성동구,성수2가3동,36,206,167,488,369,374,126,199,26,40,126,413,34,75,90,808,11,24,42,140
"합계",성동구,송정동,55,55,24,38,32,32,19,24,15,15,11,22,4,4,3,3,5,5,6,12
"합계",성동구,용답동,39,198,71,164,69,69,44,59,27,34,29,63,21,30,23,134,8,18,20,48
"합계",성동구,왕십리도선동,42,42,112,251,55,55,121,166,64,129,54,172,36,49,35,110,35,125,53,236
"합계",성동구,금호2.3가동,49,49,56,95,49,49,57,64,51,65,14,38,22,28,8,10,22,35,20,45
"합계",성동구,옥수동,22,22,30,64,32,32,72,100,28,54,22,76,6,16,6,9,32,122,9,22
"합계",광진구,소계,1036,1566,1055,2379,1007,1010,976,1326,765,1175,698,1797,612,1123,133,606,461,1480,452,1261
"합계",광진구,화양동,36,36,154,411,37,37,86,118,66,157,135,379,189,539,6,83,6,35,106,329
"합계",광진구,군자동,64,178,83,172,54,55,61,95,48,69,57,135,54,78,11,53,15,39,26,64
"합계",광진구,중곡1동,91,188,64,118,63,63,56,78,46,47,28,47,53,75,16,74,11,22,27,100
"합계",광진구,중곡2동,84,84,54,138,81,81,69,85,64,72,39,72,32,40,12,48,35,66,25,80
"합계",광진구,중곡3동,91,187,53,92,58,58,51,65,49,55,32,68,40,46,10,31,10,19,19,42
"합계",광진구,중곡4동,25,97,56,108,11,11,45,52,56,65,30,58,27,34,4,36,32,82,22,51
"합계",광진구,능동,36,36,26,75,32,32,27,34,17,31,23,85,24,38,12,75,8,13,20,77
"합계",광진구,구의1동,47,47,98,228,148,148,88,121,56,72,46,83,52,73,11,21,24,73,54,122
"합계",광진구,구의2동,113,264,69,129,108,110,56,80,45,53,42,110,21,28,4,7,23,85,19,38
"합계",광진구,구의3동,47,47,89,198,66,66,84,151,58,121,64,219,23,38,5,64,101,433,27,92
"합계",광진구,광장동,46,46,48,142,19,19,73,96,40,74,42,112,11,16,23,79,75,251,17,59
"합계",광진구,자양1동,96,96,99,210,54,54,75,90,69,100,41,94,19,25,3,4,17,72,24,47
"합계",광진구,자양2동,118,118,35,64,138,138,58,80,49,57,30,71,22,31,8,15,43,134,22,47
"합계",광진구,자양3동,78,78,44,125,70,70,76,89,46,96,44,154,5,5,3,5,58,152,16,48
"합계",광진구,자양4동,64,64,83,169,68,68,71,92,56,106,45,110,40,57,5,11,3,4,28,65
"합계",동대문구,소계,1488,1926,1338,2903,1617,1618,921,1159,646,861,613,1539,430,652,334,1090,384,1139,395,1049
"합계",동대문구,회기동,9,9,79,205,8,8,24,33,31,73,65,210,57,116,2,5,10,20,27,67
"합계",동대문구,휘경1동,36,36,38,75,23,23,46,58,23,37,25,59,15,28,9,112,12,41,21,51
"합계",동대문구,휘경2동,110,110,33,64,437,437,41,61,29,32,39,85,9,18,4,5,18,37,5,7
"합계",동대문구,청량리동,68,68,105,197,66,66,51,71,45,55,28,64,22,34,2,6,11,26,22,68
"합계",동대문구,용신동,68,68,243,516,76,76,134,172,55,69,80,210,43,52,102,318,15,101,52,156
"합계",동대문구,제기동,51,51,199,366,61,61,68,74,42,43,48,67,55,59,20,35,25,44,18,44
"합계",동대문구,전농1동,98,98,120,289,93,93,100,121,77,108,50,131,33,46,15,39,30,73,39,87
"합계",동대문구,전농2동,133,133,27,63,74,74,21,24,34,46,21,52,7,12,7,11,35,77,9,16
"합계",동대문구,답십리1동,223,223,49,117,93,93,81,103,30,38,30,111,16,24,16,44,39,128,15,40
"합계",동대문구,답십리2동,121,121,68,159,111,111,62,76,47,67,27,50,25,36,21,47,22,67,17,48
"합계",동대문구,장안1동,217,359,185,455,279,280,121,161,77,80,62,157,58,99,88,382,29,71,67,185
"합계",동대문구,장안2동,199,380,120,261,132,132,78,94,84,114,69,212,47,68,41,75,95,357,62,192
"합계",동대문구,이문1동,55,55,62,122,112,112,56,71,45,70,55,107,28,38,3,3,20,48,26,52
"합계",동대문구,이문2동,100,215,10,14,52,52,38,40,27,29,14,24,15,22,4,8,23,49,15,36
"합계",중랑구,소계,2481,4454,1043,2135,2027,2038,813,1057,789,1003,470,1169,504,686,112,298,371,1064,485,1168
"합계",중랑구,면목2동,127,250,83,161,135,135,43,48,61,62,29,57,28,35,15,40,18,43,30,63
"합계",중랑구,면목4동,99,99,35,55,96,96,32,40,35,35,19,42,20,23,4,5,25,50,10,15
"합계",중랑구,면목5동,55,250,27,50,93,93,31,36,23,30,10,27,7,8,6,11,5,6,12,22
"합계",중랑구,면목7동,89,184,61,127,92,92,57,69,51,67,25,66,30,38,6,20,16,51,19,64
"합계",중랑구,상봉1동,118,671,23,52,110,110,30,45,40,55,30,99,11,13,5,7,23,33,14,30
"합계",중랑구,상봉2동,89,118,118,240,156,156,85,157,46,104,50,159,75,111,5,7,2,2,86,203
"합계",중랑구,중화1동,107,107,23,49,82,82,39,48,37,43,15,27,8,9,4,15,23,81,7,16
"합계",중랑구,중화2동,128,198,95,177,97,97,45,60,60,81,33,92,65,81,5,13,5,7,48,108
"합계",중랑구,묵1동,123,123,52,138,179,179,73,86,59,77,44,104,21,24,10,26,30,77,32,68
"합계",중랑구,묵2동,107,107,68,121,105,106,50,73,47,48,25,47,31,44,8,13,18,27,19,45
"합계",중랑구,망우3동,88,263,33,70,76,76,25,27,34,34,14,21,13,14,3,10,14,29,12,36
"합계",중랑구,신내1동,291,763,56,144,195,205,49,56,48,60,40,118,20,29,9,24,68,199,49,134
"합계",중랑구,신내2동,136,136,28,79,73,73,33,44,31,56,14,50,7,13,1,1,61,231,13,36
"합계",중랑구,면목본동,126,126,100,201,155,155,86,106,72,78,36,61,51,70,12,40,18,32,41,99
"합계",중랑구,면목3.8동,132,132,112,206,191,191,72,87,71,91,35,87,64,104,9,30,21,64,44,107
"합계",중랑구,망우본동,666,927,129,265,192,192,63,75,74,82,51,112,53,70,10,36,24,132,49,122
"합계",성북구,소계,1662,2089,992,2146,1379,1385,940,1183,772,1125,597,1594,443,663,163,500,631,1774,363,981
"합계",성북구,돈암1동,48,48,6,12,33,33,17,23,11,16,4,17,4,7,4,4,29,246,3,27
"합계",성북구,돈암2동,54,54,4,6,34,34,32,40,17,22,12,17,1,1,2,2,46,80,4,10
"합계",성북구,안암동,30,30,87,221,34,34,37,41,39,78,72,197,57,94,29,79,10,14,23,64
"합계",성북구,보문동,168,168,41,85,45,45,42,51,31,39,19,38,15,21,23,64,14,36,19,41
"합계",성북구,정릉1동,90,90,25,54,108,108,30,40,29,31,16,51,4,5,2,2,33,51,12,25
"합계",성북구,정릉2동,118,207,29,61,76,76,36,41,30,33,17,38,10,12,5,5,24,68,12,33
"합계",성북구,정릉3동,76,76,28,50,43,43,14,19,22,26,20,37,14,17,3,3,5,7,19,50
"합계",성북구,정릉4동,129,255,47,98,90,90,41,45,28,45,20,53,16,24,3,10,30,39,10,25
"합계",성북구,길음1동,81,81,29,62,58,58,64,94,38,70,25,68,28,35,-,-,73,215,9,24
"합계",성북구,길음2동,38,38,44,111,32,32,59,74,34,76,35,121,6,6,6,36,36,105,10,58
"합계",성북구,월곡1동,100,100,47,87,92,92,42,50,39,53,26,60,7,8,7,49,46,99,16,29
"합계",성북구,월곡2동,95,95,70,143,79,80,37,49,54,77,42,137,20,26,9,43,19,64,28,79
"합계",성북구,장위1동,84,84,37,53,82,82,46,51,36,44,16,42,24,33,6,8,18,30,12,20
"합계",성북구,장위2동,76,76,43,77,69,69,50,59,36,38,12,29,32,34,5,7,8,16,12,25
"합계",성북구,장위3동,63,122,15,30,50,50,57,59,12,12,13,46,5,8,3,3,21,41,6,15
"합계",성북구,성북동,32,32,44,140,19,19,46,56,33,41,41,112,8,14,12,83,25,69,7,22
"합계",성북구,삼선동,61,61,111,213,53,53,62,79,55,63,44,107,56,73,10,29,42,84,33,66
"합계",성북구,동선동,28,28,93,245,35,35,74,94,92,195,90,264,68,155,13,28,59,261,63,185
"합계",성북구,종암동,112,112,88,174,145,150,74,94,62,79,38,92,22,30,13,34,59,169,26,82
"합계",성북구,석관동,179,332,104,224,202,202,80,124,74,87,35,68,46,60,8,11,34,80,39,101
"합계",강북구,소계,1578,2245,1017,2192,988,988,641,810,680,860,443,1095,542,796,57,104,300,754,333,949
"합계",강북구,번1동,85,184,85,202,57,57,68,87,67,94,41,90,56,71,2,2,15,45,29,77
"합계",강북구,번2동,106,106,16,33,66,66,10,13,23,23,11,13,5,7,4,18,3,3,5,15
"합계",강북구,번3동,248,338,20,37,58,58,15,19,24,25,14,34,6,7,-,-,19,49,9,16
"합계",강북구,수유1동,94,192,88,155,69,69,39,57,45,46,28,46,20,27,4,7,17,35,18,36
"합계",강북구,수유2동,108,108,49,100,81,81,42,50,53,57,18,27,31,39,5,6,24,47,13,44
"합계",강북구,수유3동,74,74,172,369,74,74,86,126,83,109,71,187,160,300,7,7,9,27,86,286
"합계",강북구,삼양동,119,204,38,60,103,103,32,40,44,47,14,28,14,17,4,5,38,74,5,7
"합계",강북구,미아동,72,72,99,183,63,63,68,83,79,113,39,94,52,65,7,7,7,30,28,60
"합계",강북구,송중동,147,147,117,326,76,76,72,84,68,102,53,157,76,118,11,21,40,98,60,183
"합계",강북구,송천동,119,215,123,241,79,79,90,117,79,114,40,91,39,45,4,20,29,71,35,111
"합계",강북구,삼각산동,90,90,37,68,72,72,49,50,31,41,19,59,14,18,1,1,70,214,9,20
"합계",강북구,우이동,124,186,117,307,70,70,30,38,22,25,50,156,41,48,6,8,5,9,18,58
"합계",강북구,인수동,192,329,56,111,120,120,40,46,62,64,45,113,28,34,2,2,24,52,18,36
"합계",도봉구,소계,2816,5130,670,1539,1635,1636,565,750,610,727,355,906,268,369,36,52,427,1033,320,788
"합계",도봉구,쌍문1동,185,358,23,49,89,89,20,22,33,36,30,42,5,6,4,6,19,40,17,30
"합계",도봉구,쌍문2동,136,337,54,120,81,81,27,40,46,58,26,65,17,22,4,6,44,107,27,76
"합계",도봉구,쌍문3동,68,68,38,89,58,58,43,82,39,48,23,59,12,18,1,1,9,21,18,55
"합계",도봉구,쌍문4동,114,114,9,21,50,50,17,23,27,38,9,20,-,-,2,2,60,144,3,5
"합계",도봉구,방학1동,214,855,117,242,103,103,84,111,84,102,46,125,57,75,5,5,43,105,57,142
"합계",도봉구,방학2동,184,184,45,83,72,72,25,32,58,59,17,52,9,11,2,6,18,49,15,28
"합계",도봉구,방학3동,260,354,20,83,110,111,22,31,15,20,14,35,3,9,-,-,40,62,10,31
"합계",도봉구,창1동,170,170,38,79,533,533,51,62,39,56,28,76,7,17,1,1,27,63,19,48
"합계",도봉구,창2동,181,360,45,80,136,136,49,59,63,70,18,37,15,16,6,7,23,72,11,19
"합계",도봉구,창3동,122,122,33,72,82,82,30,36,38,39,19,45,29,33,1,1,9,15,26,46
"합계",도봉구,창4동,147,487,38,109,57,57,48,76,27,32,20,75,24,46,2,3,45,121,21,56
"합계",도봉구,창5동,626,709,47,195,76,76,53,56,50,72,44,129,27,40,2,2,59,158,33,105
"합계",도봉구,도봉1동,177,372,120,231,90,90,47,55,50,53,39,91,43,53,4,9,5,12,46,106
"합계",도봉구,도봉2동,232,640,43,86,98,98,49,65,41,44,22,55,20,23,2,3,26,64,17,41
"합계",노원구,소계,3828,5314,924,2350,1635,1635,789,1022,808,1194,591,1817,334,658,74,118,1080,3435,393,1133
"합계",노원구,월계1동,118,371,78,170,78,78,39,48,41,63,41,119,23,39,4,13,25,54,38,88
"합계",노원구,월계2동,275,356,16,25,116,116,21,24,30,31,20,37,1,1,6,6,22,34,9,19
"합계",노원구,월계3동,200,200,29,72,139,139,34,44,27,37,19,49,-,-,6,7,33,52,2,4
"합계",노원구,공릉2동,257,538,56,124,149,149,71,91,64,89,75,199,18,29,5,7,70,149,34,81
"합계",노원구,하계1동,83,119,46,124,57,57,26,36,21,25,33,85,9,15,2,2,40,144,13,44
"합계",노원구,하계2동,109,109,9,28,54,54,19,23,15,25,2,2,1,3,1,1,29,53,1,1
"합계",노원구,중계본동,110,179,31,83,51,51,36,45,37,46,30,85,11,19,2,3,236,1018,12,34
"합계",노원구,중계1동,108,108,23,74,44,44,43,60,32,55,16,84,4,7,1,1,208,859,3,4
"합계",노원구,중계4동,109,109,57,162,70,70,26,32,37,48,21,62,23,34,2,2,35,91,23,59
"합계",노원구,상계1동,1181,1514,94,245,158,158,65,76,69,93,49,129,29,43,7,9,48,128,36,188
"합계",노원구,상계2동,87,186,129,408,59,59,69,93,90,218,74,304,84,278,7,10,35,99,71,243
"합계",노원구,상계5동,91,129,57,115,90,90,58,65,68,76,28,61,23,28,3,5,41,80,33,58
"합계",노원구,상계8동,58,58,13,21,36,36,18,19,16,20,6,10,3,4,1,1,47,75,3,5
"합계",노원구,상계9동,153,153,14,26,73,73,22,34,23,27,11,25,1,2,-,-,44,112,6,16
"합계",노원구,상계10동,111,111,5,11,52,52,13,21,13,16,8,36,2,4,4,5,24,39,2,3
"합계",노원구,상계3.4동,149,149,59,85,128,128,51,56,41,43,19,31,34,40,5,6,19,30,16,27
"합계",노원구,상계6.7동,176,176,74,214,59,59,66,91,53,120,31,182,16,26,1,1,55,239,16,44
"합계",노원구,중계2.3동,171,171,30,108,99,99,30,41,36,50,20,73,8,13,5,17,40,133,12,30
"합계",노원구,공릉1동,282,578,104,255,123,123,82,123,95,112,88,244,44,73,12,22,29,46,63,185
"합계",은평구,소계,2743,3822,1003,2215,1372,1373,1298,1542,977,1299,579,1422,477,668,50,121,687,1755,439,1221
"합계",은평구,녹번동,114,114,60,171,118,119,112,135,62,80,45,110,22,29,7,12,41,101,34,100
"합계",은평구,불광1동,131,131,73,146,90,90,118,138,69,98,37,84,34,42,2,2,39,91,22,49
"합계",은평구,갈현1동,80,80,69,175,64,64,86,103,60,91,36,99,72,138,1,1,31,81,57,173
"합계",은평구,갈현2동,125,125,60,122,73,73,68,83,81,89,48,101,47,87,6,7,78,272,41,103
"합계",은평구,구산동,199,258,34,63,121,121,56,68,53,56,26,61,9,11,2,5,52,131,13,22
"합계",은평구,대조동,88,88,140,261,76,76,143,165,82,110,58,161,52,63,5,5,34,103,46,120
"합계",은평구,응암1동,102,113,52,141,86,86,101,118,58,108,46,142,30,35,4,27,49,146,20,86
"합계",은평구,응암2동,82,82,33,62,59,59,63,74,35,41,16,29,10,12,2,4,29,59,11,17
"합계",은평구,신사1동,169,241,34,107,98,98,73,91,66,71,29,71,10,12,1,1,25,63,25,67
"합계",은평구,신사2동,820,1024,13,20,82,82,35,38,35,35,16,26,7,8,1,1,24,50,8,13
"합계",은평구,증산동,115,621,51,122,55,55,50,53,34,35,14,29,11,12,-,-,17,38,16,37
"합계",은평구,수색동,49,49,25,45,22,22,54,58,16,24,7,18,21,22,1,1,6,8,5,9
"합계",은평구,진관동,163,390,78,236,74,74,110,148,71,156,67,202,4,5,7,38,124,273,35,182
"합계",은평구,불광2동,112,112,70,123,74,74,53,61,69,84,17,38,27,29,2,2,25,61,19,31
"합계",은평구,응암3동,135,135,104,193,101,101,63,80,69,77,48,107,60,81,5,6,25,74,39,105
"합계",은평구,역촌동,259,259,107,228,179,179,113,129,117,144,69,144,61,82,4,9,88,204,48,107
"합계",서대문구,소계,1375,2249,890,2119,1071,1071,758,997,598,1065,470,1460,460,745,47,78,435,1402,312,878
"합계",서대문구,천연동,26,26,38,75,23,23,33,44,25,28,12,22,22,32,1,2,33,73,14,42
"합계",서대문구,홍제1동,67,67,43,100,50,50,38,54,38,67,19,63,10,17,4,5,30,55,17,43
"합계",서대문구,홍제3동,65,65,73,119,52,52,39,58,31,33,13,16,26,34,-,-,32,89,21,45
"합계",서대문구,홍제2동,34,34,22,51,27,27,35,43,19,20,8,33,9,12,-,-,23,41,10,31
"합계",서대문구,홍은1동,81,81,44,90,55,55,44,80,38,39,16,49,12,13,2,3,28,44,13,30
"합계",서대문구,홍은2동,110,272,59,131,79,79,29,35,32,33,20,44,25,43,2,2,44,278,14,29
"합계",서대문구,남가좌1동,33,33,42,78,21,21,36,45,17,23,10,56,19,29,1,1,16,38,8,28
"합계",서대문구,남가좌2동,109,109,69,135,75,75,68,81,60,102,35,80,28,41,3,6,51,102,22,59
"합계",서대문구,북가좌1동,94,555,19,54,264,264,36,45,19,52,14,46,4,4,1,1,27,104,3,14
"합계",서대문구,북가좌2동,579,693,56,145,134,134,76,100,82,104,30,85,36,48,2,2,59,166,25,57
"합계",서대문구,충현동,44,44,130,318,158,158,66,81,26,28,70,179,35,51,5,21,15,17,38,98
"합계",서대문구,북아현동,30,30,26,52,39,39,81,92,19,33,13,46,16,18,2,4,17,22,7,14
"합계",서대문구,신촌동,17,17,192,555,21,21,99,134,132,411,143,546,171,344,9,11,16,155,96,312
"합계",서대문구,연희동,86,223,77,216,73,73,78,105,60,92,67,195,47,59,15,20,44,218,24,76
"합계",마포구,소계,1091,1697,1519,3925,1252,1303,1318,1863,1023,2027,1614,4442,1053,1975,143,1284,579,1868,647,2168
"합계",마포구,용강동,44,73,99,309,306,306,87,122,33,59,51,134,38,59,17,730,48,279,41,233
"합계",마포구,대흥동,22,22,68,165,24,24,104,144,46,71,61,178,22,34,5,20,53,256,16,54
